UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
043845,0004,0,4/1/2012,944,1,2,37,39,0,0,107.01
043862,0004,1,11/7/2006,2916,1,2,27,14,1,0,14.78
044115,0004,0,2/20/2013,619,1,1,50,13,0,0,16.46
044116,0004,0,2/17/2011,1353,1,4,31,5,6,0,29.35
044819,0004,0,2/12/2012,993,1,3,50,19,0,0,60.16
045080,0004,1,12/28/2011,1039,1,1,52,46,0,30,12.28
045117,0004,0,12/22/2010,1410,1,3,65,18,1,0,14.58
045510,0004,0,7/20/2010,1565,1,3,43,20,0,0,50.35
045648,0004,0,4/13/2012,932,1,3,63,31,0,0,12.53
045722,0004,0,3/18/2011,1324,1,2,29,25,6,15,37.27
045887,0004,1,3/4/2013,607,1,2,50,30,0,0,2.69
045925,0004,0,2/21/2012,984,1,3,27,44,0,0,28.78
045981,0004,1,4/17/2012,928,1,1,22,11,0,0,2.39
046018,0004,0,10/20/2009,1838,1,2,30,12,4,15,41.52
046303,0004,0,3/24/2011,1318,1,4,45,0,22,0,84.35
046469,0004,0,3/27/2011,1315,1,1,40,15,0,12,40.99
046583,0004,0,10/1/2012,761,1,1,18,43,10,15,52.23
046756,0004,0,10/14/2010,1479,1,1,36,3,0,38,5.99
046862,0004,0,5/22/2010,1624,1,2,38,21,0,20,74.88
046894,0004,1,1/15/2012,1021,1,3,43,43,1,10,48.87
047069,0004,0,7/1/2012,853,1,3,42,54,3,15,231.41
047102,0004,0,3/11/2013,600,1,2,30,13,0,10,35.99
047359,0004,0,4/3/2009,2038,1,2,28,120,7,25,257.87
048157,0004,0,4/28/2010,1648,1,2,27,119,17,133,432.82
049066,0004,0,5/19/2012,896,1,1,48,7,0,0,17.38
049116,0004,0,3/2/2002,4627,1,1,54,3,0,0,29.95
049770,0004,0,3/17/2005,3516,1,3,49,17,0,0,22.50
049927,0004,0,2/4/2011,1366,1,1,39,46,6,10,23.53
049963,0004,0,6/15/2010,1600,1,1,50,72,0,102,98.50
050362,0004,0,3/28/2011,1314,1,2,21,14,0,0,67.99
050605,0004,0,3/30/2009,2042,1,2,18,88,78,432,108.38
050623,0004,0,6/25/2010,1590,1,4,37,18,0,0,10.00
050749,0004,0,1/27/2010,1739,1,1,22,34,1,28,14.87
051077,0004,0,2/14/2012,991,1,2,21,47,0,25,158.55
051395,0004,0,4/19/2013,561,1,3,33,14,0,0,26.38
051590,0004,0,3/26/2010,1681,1,2,17,11,1,0,13.23
051983,0004,0,12/10/2010,1422,1,1,17,65,3,45,107.21
052570,0004,0,10/1/2012,761,1,3,41,43,18,47,1.10
053107,0004,0,3/21/2013,590,1,2,24,17,1,0,55.47
053588,0004,0,10/1/2007,2588,1,2,24,15,0,0,1.25
053903,0004,1,3/5/2011,1337,1,3,31,11,0,0,50.05
054072,0004,1,4/27/2009,2014,1,1,39,16,1,10,0.00
054564,0004,0,4/5/2013,575,1,1,18,5,0,0,3.54
055174,0004,0,3/30/2012,946,1,1,43,23,2,5,70.57
055244,0004,1,5/21/2011,1260,1,1,43,5,1,15,3.44
055278,0004,0,9/17/2011,1141,1,3,54,29,0,0,273.46
055398,0004,0,2/27/2012,978,1,1,35,2,0,0,0.44
056159,0004,0,4/15/2013,565,1,3,36,3,0,0,26.38
056213,0004,0,6/8/2010,1607,1,3,25,28,0,30,187.97
056703,0004,0,9/19/2012,773,1,4,25,0,22,0,9.87
056881,0004,0,5/14/2011,1267,1,2,49,43,2,18,211.58
057128,0004,0,3/17/2009,2055,1,1,21,18,2,0,0.47
057314,0004,0,3/31/2000,5328,1,2,58,57,0,19,134.19
057385,0004,0,12/22/2011,1045,1,4,38,4,14,25,133.54
057437,0004,1,2/23/2012,982,1,1,29,9,0,33,99.02
057664,0004,0,5/15/2010,1631,1,1,35,2,0,0,6.58
057794,0004,0,3/28/2011,1314,1,1,20,8,1,8,20.12
057816,0004,0,5/7/2010,1639,1,1,28,13,0,0,0.00
057942,0004,0,10/12/2010,1481,1,2,21,34,2,8,65.01
058123,0004,1,3/8/2012,968,1,1,53,19,0,0,8.87
058423,0004,#NULL!,12/14/2009,1783,1,1,22,6,0,18,7.99
058606,0004,1,9/25/2012,767,1,4,39,87,0,0,4.68
058831,0004,0,4/10/2012,935,1,1,28,5,0,0,39.99
059090,0004,1,6/18/2011,1232,1,3,46,21,0,0,76.89
059471,0004,0,7/18/2010,1567,1,1,37,60,0,25,8.00
060003,0004,0,2/24/2013,615,1,1,49,18,0,22,55.98
060168,0004,0,12/19/2011,1048,1,1,25,60,7,90,165.58
060228,0004,0,2/15/2012,990,1,2,34,61,0,40,135.88
060533,0004,0,1/16/2010,1750,1,1,28,28,0,5,138.54
060774,0004,1,11/12/2011,1085,1,1,43,26,0,2,4.12
060865,0004,0,4/6/2011,1305,1,3,33,32,3,0,23.78
060998,0004,0,5/9/2012,906,1,1,25,4,1,0,5.59
061208,0004,1,12/17/2011,1050,1,2,65,5,0,0,27.65
061359,0004,0,1/14/2011,1387,1,4,57,14,6,0,173.10
061835,0004,0,5/21/2009,1990,1,4,44,2,7,20,7.54
061931,0004,0,6/4/2010,1611,1,4,51,0,84,50,66.37
062127,0004,0,6/9/2010,1606,1,2,35,8,0,0,29.48
062409,0004,0,4/5/2009,2036,1,1,41,77,0,232,185.55
062539,0004,0,11/9/2010,1453,1,3,24,3,0,0,67.49
062674,0004,0,1/27/2010,1739,1,4,54,11,17,50,28.00
062849,0004,0,3/29/2013,582,1,2,40,7,0,0,30.43
063375,0004,0,3/22/2011,1320,1,2,31,22,1,5,93.29
064102,0004,0,2/14/2003,4278,1,1,56,22,0,0,146.84
064113,0004,0,3/26/2010,1681,1,4,49,0,13,40,19.99
064499,0004,0,6/25/2012,859,1,4,50,49,0,0,54.48
064535,0004,0,6/11/2011,1239,1,2,21,28,1,0,28.40
064603,0004,0,2/9/2010,1726,1,3,27,16,4,0,107.98
064835,0004,0,1/4/2011,1397,1,2,39,38,0,12,50.87
065303,0004,0,4/23/2010,1653,1,3,21,16,0,0,8.50
065685,0004,0,5/8/2012,907,1,2,31,80,0,42,221.68
065790,0004,0,1/21/2002,4667,1,2,38,8,0,0,2.20
067303,0004,0,1/20/2010,1746,1,1,28,11,3,0,65.62
067367,0004,0,2/7/2011,1363,1,2,31,16,0,0,51.84
067841,0004,0,3/16/2011,1326,1,1,29,11,6,30,48.20
068062,0004,0,5/25/2012,890,1,4,80,1,7,0,72.97
068400,0004,0,1/8/2013,662,1,1,23,18,0,15,17.43
068629,0004,0,,41944,1,1,61,16,0,0,5.59
068713,0004,1,6/7/2012,877,1,3,26,13,0,0,49.28
069212,0004,0,3/13/2012,963,1,1,45,7,1,15,2.39
069418,0004,0,4/10/2011,1301,1,4,16,8,15,0,24.78
069471,0004,0,6/12/2010,1603,1,1,27,17,0,0,4.79
069880,0004,0,10/11/2009,1847,1,1,37,3,0,10,92.74
070482,0004,0,9/16/2011,1142,1,1,45,41,15,75,14.11
070613,0004,0,2/9/2011,1361,1,1,49,35,0,12,0.44
070939,0004,0,10/9/2011,1119,1,3,53,16,0,0,4.79
071349,0004,0,2/7/2012,998,1,2,16,25,0,0,89.57
071510,0004,0,7/12/2010,1573,1,3,54,177,1,28,82.63
071554,0004,0,11/14/2011,1083,1,2,42,94,0,8,119.31
071582,0004,1,3/16/2011,1326,1,3,47,52,0,60,141.56
071690,0004,1,4/15/2004,3852,1,2,40,38,0,0,248.24
071850,0004,0,6/8/2011,1242,1,1,29,6,0,0,35.16
071962,0004,0,1/7/2010,1759,1,1,43,43,0,85,69.33
072039,0004,0,3/14/2011,1328,1,2,29,39,1,32,129.44
072044,0004,0,9/30/2010,1493,1,2,41,45,14,90,11.98
072127,0004,0,3/24/2011,1318,1,3,24,30,4,0,762.29
072247,0004,0,3/19/2013,592,1,1,42,11,1,0,7.98
072413,0004,0,2/21/2007,2810,1,2,47,2,1,0,0.55
072924,0004,0,3/1/2011,1341,1,2,46,42,0,8,67.37
072927,0004,0,2/25/2011,1345,1,1,39,22,0,0,44.97
073089,0004,0,1/29/2010,1737,1,2,21,5,0,0,42.58
073314,0004,0,3/22/2010,1685,1,3,18,66,2,0,54.93
073394,0004,0,5/28/2009,1983,1,1,36,4,0,0,0.00
073583,0004,0,4/2/2010,1674,1,4,47,56,36,0,714.83
074018,0004,0,3/25/2011,1317,1,1,17,44,0,112,97.54
074379,0004,0,6/27/2011,1223,1,3,18,2,0,0,0.00
074633,0004,1,4/14/2009,2027,1,2,51,10,0,0,14.53
074678,0004,0,11/17/2011,1080,1,2,24,13,1,5,89.95
075120,0004,0,2/26/2011,1344,1,1,44,4,0,0,24.46
075381,0004,1,5/28/2011,1253,1,3,55,47,0,0,3.77
075482,0004,0,12/17/2010,1415,1,3,50,113,2,43,166.39
075537,0004,0,3/31/2013,580,1,1,22,17,2,2,12.42
075577,0004,1,1/20/2011,1381,1,2,51,16,1,0,12.99
076188,0004,0,12/16/2012,685,1,1,21,5,0,0,2.83
076228,0004,0,8/15/2010,1539,1,4,55,0,24,70,0.00
076445,0004,0,9/4/2010,1519,1,4,24,110,29,62,173.00
077388,0004,1,4/26/2011,1285,1,1,39,3,0,0,0.47
077465,0004,0,3/18/2011,1324,1,1,48,46,1,0,10.59
077565,0004,1,12/31/2010,1401,1,3,42,4,0,0,24.99
077670,0004,0,5/14/2011,1267,1,4,37,8,0,0,0.00
078339,0004,0,12/15/2010,1417,1,1,26,46,0,15,2.20
078437,0004,0,2/18/2010,1717,1,1,37,0,3,0,19.99
078705,0004,0,1/21/2010,1745,1,2,37,11,0,10,49.96
078843,0004,0,3/13/2011,1329,1,3,21,3,0,0,24.17
078985,0004,0,8/27/2010,1527,1,2,39,41,0,35,108.36
079016,0004,0,7/29/2009,1921,1,1,24,62,0,11,154.93
079835,0004,0,4/25/2011,1286,1,2,21,47,0,20,244.10
079934,0004,0,5/9/2012,906,1,3,16,39,2,22,20.27
080278,0004,0,1/26/2005,3566,1,1,32,19,0,52,8.99
080912,0004,0,7/24/2009,1926,1,2,17,24,0,10,105.47
081015,0004,1,2/13/2010,1722,1,3,54,15,0,15,0.47
081036,0004,1,4/6/2007,2766,1,1,46,23,0,0,7.78
081073,0004,1,2/9/2011,1361,1,2,22,107,2,35,73.04
081374,0004,1,12/30/2011,1037,1,3,31,7,0,0,0.00
081375,0004,0,3/16/2011,1326,1,1,19,8,0,0,11.30
081505,0004,0,4/29/2011,1282,1,4,24,8,4,0,128.08
081543,0004,0,8/21/2010,1533,1,4,33,105,85,130,560.58
082232,0004,0,4/1/2012,944,1,1,59,11,0,0,45.58
082788,0004,0,11/8/2010,1454,1,2,39,88,5,27,35.97
083470,0004,0,9/6/2011,1152,1,1,20,62,2,1,14.27
083668,0004,0,4/24/2009,2017,1,2,50,50,1,16,118.44
084050,0004,0,3/29/2010,1678,1,4,67,12,0,0,39.97
084115,0004,0,7/22/2010,1563,1,4,34,21,0,0,11.97
084661,0004,0,3/25/2013,586,1,1,19,7,0,0,2.39
085202,0004,1,3/23/2010,1684,1,1,52,14,0,0,6.99
085480,0004,0,1/10/2002,4678,1,1,49,19,0,100,55.99
085671,0004,0,4/6/2011,1305,1,4,33,35,0,10,165.42
085786,0004,1,11/6/2012,725,1,3,29,5,0,0,0.55
085826,0004,0,3/21/2012,955,1,1,20,9,2,0,4.79
085879,0004,1,5/23/2000,5275,1,2,36,24,0,0,89.57
086233,0004,1,2/27/2012,978,1,2,53,2,0,0,49.28
086316,0004,0,2/20/2012,985,1,2,19,24,3,15,151.96
086449,0004,0,9/14/2010,1509,1,2,50,160,0,26,8.88
086531,0004,0,8/24/2006,2991,1,2,24,10,6,48,92.56
086601,0004,0,4/6/2010,1670,1,3,51,109,0,0,119.79
086624,0004,0,3/2/2000,5357,1,1,46,36,0,2,71.98
087436,0004,0,2/9/2012,996,1,4,35,0,8,0,21.59
087659,0004,0,2/11/2013,628,1,1,16,14,0,5,4.79
087769,0004,0,5/27/2010,1619,1,1,53,43,0,5,59.99
088236,0004,0,5/29/2010,1617,1,2,29,42,1,30,92.98
088503,0004,0,9/4/2010,1519,1,2,27,72,12,365,230.79
088812,0004,0,3/8/2011,1334,1,4,65,20,0,0,136.92
089066,0004,0,7/12/2010,1573,1,1,46,29,1,12,97.47
089505,0004,1,10/2/2010,1491,1,3,42,26,0,0,0.00
089654,0004,0,5/14/2009,1997,1,3,43,105,1,0,206.93
090154,0004,0,1/5/2011,1396,1,2,29,9,0,0,7.85
090705,0004,0,6/9/2012,875,1,1,30,12,1,22,128.34
090739,0004,0,6/25/2010,1590,1,4,56,2,4,15,8.99
090797,0004,1,8/23/2012,800,1,4,21,6,0,0,32.23
090879,0004,1,2/11/2013,628,1,1,38,6,0,0,0.99
090927,0004,1,4/6/2012,939,1,3,27,11,0,0,32.38
091284,0004,0,9/13/2010,1510,1,2,29,13,0,0,8.50
091515,0004,1,8/1/2012,822,1,1,29,25,0,0,4.79
091965,0004,0,3/22/2010,1685,1,1,21,10,0,0,5.59
092128,0004,0,12/14/2012,687,1,1,23,33,3,88,115.16
092289,0004,0,5/17/2011,1264,1,1,34,13,0,5,0.00
092676,0004,0,3/13/2011,1329,1,4,29,3,15,5,7.01
092740,0004,0,3/3/2008,2434,1,3,49,56,8,30,117.50
093306,0004,0,4/27/2011,1284,1,1,21,15,2,0,67.76
093391,0004,0,4/1/2012,944,1,1,26,13,2,20,10.08
093512,0004,0,1/9/2012,1027,1,4,53,17,2,10,35.94
093723,0004,1,3/7/2010,1700,1,4,42,5,5,25,7.34
093821,0004,0,2/13/2012,992,1,1,24,13,0,0,30.37
094217,0004,0,6/22/2010,1593,1,4,53,36,19,78,64.96
094235,0004,0,3/10/2010,1697,1,4,22,20,0,0,27.46
094896,0004,0,2/10/2010,1725,1,4,28,48,13,0,297.87
095017,0004,1,4/14/2010,1662,1,2,25,32,0,15,5.00
095049,0004,0,2/12/2011,1358,1,2,33,150,0,2,156.59
095354,0004,0,2/11/2010,1724,1,3,30,35,3,8,134.45
095536,0004,0,4/15/2011,1296,1,2,25,15,0,0,0.00
095550,0004,1,1/16/2011,1385,1,4,53,31,0,0,120.07
095708,0004,0,2/24/2013,615,1,1,18,20,1,12,9.99
095721,0004,0,5/6/2010,1640,1,2,42,15,1,35,80.04
095948,0004,0,6/9/2011,1241,1,4,43,4,0,0,10.78
096063,0004,0,4/16/2012,929,1,1,41,6,3,15,0.00
096389,0004,0,3/3/2012,973,1,3,32,23,3,0,166.74
096638,0004,0,6/25/2009,1955,1,1,27,8,3,22,7.99
096710,0004,0,3/22/2012,954,1,1,44,14,0,0,5.34
096888,0004,0,1/20/2011,1381,1,3,31,64,3,110,300.05
096987,0004,0,6/14/2011,1236,1,1,21,20,1,0,0.00
097007,0004,0,3/15/2011,1327,1,1,55,22,5,0,49.99
097193,0004,0,5/2/2011,1279,1,4,56,0,9,5,6.99
097205,0004,1,12/27/2011,1040,1,1,31,9,0,0,3.98
097359,0004,0,4/18/2012,927,1,4,19,0,5,0,27.99
097683,0004,0,2/7/2011,1363,1,2,21,74,7,0,389.08
098691,0004,0,2/3/2011,1367,1,3,31,12,0,0,18.38
098746,0004,0,12/13/2011,1054,1,1,39,3,2,58,14.82
098792,0004,1,4/18/2007,2754,1,1,49,5,0,0,7.99
098930,0004,1,11/14/2010,1448,1,1,46,4,0,22,0.00
098954,0004,0,4/23/2009,2018,1,2,47,19,2,0,52.77
099052,0004,0,9/12/2011,1146,1,1,21,61,1,0,19.79
099167,0004,1,3/16/2005,3517,1,1,51,10,0,5,0.00
099244,0004,1,1/9/2012,1027,1,1,26,12,0,0,10.08
100052,0004,0,2/28/2011,1342,1,1,41,19,0,0,11.55
100539,0004,1,12/26/2010,1406,1,2,29,97,0,15,17.48
100568,0004,0,4/17/2011,1294,1,1,52,33,0,5,0.47
100605,0004,0,3/10/2011,1332,1,3,20,17,0,0,5.99
100615,0004,0,2/7/2012,998,1,3,38,10,0,0,35.72
101104,0004,0,1/31/2012,1005,1,2,58,35,1,42,102.80
101647,0004,0,12/1/2009,1796,1,4,56,23,0,0,390.62
101916,0004,0,5/20/2011,1261,1,1,77,24,0,2,17.65
101962,0004,1,3/27/2011,1315,1,2,26,16,0,0,30.05
102213,0004,0,6/26/2007,2685,1,2,31,3,0,0,48.78
102276,0004,0,7/29/2010,1556,1,1,29,8,1,8,55.97
102874,0004,1,3/20/2011,1322,1,2,32,7,1,0,2.39
103031,0004,0,3/1/2012,975,1,1,26,5,1,0,9.28
103081,0004,1,3/19/2013,592,1,4,60,13,0,0,34.99
103563,0004,0,3/31/2011,1311,1,3,22,5,1,0,33.56
103582,0004,0,1/25/2012,1011,1,2,19,13,1,5,167.00
103724,0004,0,2/10/2013,629,1,2,48,11,0,0,5.99
103777,0004,0,6/15/2011,1235,1,3,40,10,0,0,0.00
104250,0004,#NULL!,3/22/2010,1685,1,3,26,21,1,0,355.51
104285,0004,0,4/29/2010,1647,1,4,23,48,6,5,72.98
105094,0004,1,9/13/2011,1145,1,3,31,14,2,40,55.37
105309,0004,0,9/20/2012,772,1,1,15,9,0,0,23.99
105342,0004,0,2/28/2011,1342,1,1,51,18,4,40,18.37
105628,0004,0,9/11/2010,1512,1,2,19,61,0,20,5.26
105707,0004,0,1/20/2011,1381,1,2,27,27,0,25,75.57
105921,0004,0,3/12/2011,1330,1,1,46,34,0,33,167.44
106162,0004,1,5/19/2010,1627,1,2,22,12,0,0,47.77
106846,0004,0,4/2/2013,578,1,1,25,9,0,8,2.39
107030,0004,1,3/20/2013,591,1,4,68,8,0,0,2.24
107138,0004,0,12/1/2010,1431,1,3,49,80,0,100,18.43
000268,0005,0,5/27/2005,3445,1,2,52,246,1,22,236.29
000381,0005,0,11/1/2009,1826,1,1,30,4,0,2,50.46
000435,0005,0,3/30/2011,1312,1,1,21,9,0,0,2.39
000547,0005,0,4/20/2005,3482,1,1,41,2,0,0,81.52
000677,0005,0,6/26/2011,1224,1,1,56,29,0,23,194.04
000888,0005,0,6/6/2011,1244,1,4,49,7,60,5,409.52
001147,0005,0,9/19/2010,1504,1,2,21,55,0,15,108.63
001433,0005,0,9/9/2009,1879,1,2,22,81,1,5,119.16
001482,0005,0,5/30/2006,3077,1,1,25,55,0,21,21.03
001569,0005,0,5/24/2004,3813,1,4,54,8,0,0,13.53
001627,0005,1,3/17/2009,2055,1,1,64,149,0,0,0.00
001825,0005,1,7/31/2004,3745,1,1,40,41,12,10,163.38
002600,0005,1,4/25/2009,2016,1,2,48,52,0,0,33.49
002706,0005,1,12/9/2011,1058,1,1,26,16,0,0,40.81
002934,0005,1,4/4/2005,3498,1,4,27,1,18,30,7.99
003007,0005,0,2/7/2011,1363,1,1,23,38,5,0,28.52
003024,0005,0,9/11/2011,1147,1,3,20,53,0,0,508.10
003288,0005,0,8/28/2011,1161,1,1,23,12,0,0,35.57
003359,0005,1,5/31/2012,884,1,4,29,6,9,35,60.42
003429,0005,0,5/25/2012,890,1,1,29,13,0,0,32.38
003603,0005,0,7/16/2006,3030,1,2,46,16,2,0,99.45
004788,0005,0,4/27/2005,3475,1,3,36,12,4,0,79.80
004866,0005,1,4/26/2006,3111,1,1,46,275,0,0,140.86
005173,0005,1,6/3/2007,2708,1,1,41,51,0,100,45.89
005265,0005,0,10/15/2010,1478,1,1,22,102,2,50,66.07
005413,0005,0,8/13/2011,1176,1,2,20,25,4,18,66.35
005492,0005,1,3/3/2005,3530,1,1,50,76,0,7,0.00
005758,0005,0,6/17/2006,3059,1,2,46,11,0,0,211.53
005826,0005,1,3/14/2013,597,1,2,54,13,0,0,127.31
006074,0005,0,5/18/2003,4185,1,3,47,26,0,30,97.20
006117,0005,0,6/2/2006,3074,1,1,25,19,1,0,40.46
006302,0005,1,4/22/2007,2750,1,1,54,46,0,75,157.78
006481,0005,0,5/21/2010,1625,1,1,36,15,0,5,27.18
006528,0005,0,5/30/2008,2346,1,1,39,36,8,45,68.98
006678,0005,1,8/14/2006,3001,1,2,28,92,17,35,8.49
006722,0005,0,4/4/2013,576,1,3,45,12,0,0,76.98
007112,0005,1,3/30/2005,3503,1,3,32,32,7,20,178.40
007801,0005,0,12/9/2008,2153,1,4,42,41,1,6,119.61
007885,0005,0,11/1/2010,1461,1,1,21,51,0,2,21.59
008227,0005,0,3/7/2005,3526,1,4,63,27,0,95,0.55
008254,0005,0,12/16/2012,685,1,1,30,13,0,0,3.16
008498,0005,0,2/21/2011,1349,1,1,26,13,0,5,2.99
008540,0005,0,1/5/2012,1031,1,1,19,70,3,45,124.93
008598,0005,0,12/19/2012,682,1,3,47,11,0,8,42.58
008684,0005,0,6/9/2007,2702,1,2,20,34,8,0,133.29
008830,0005,1,7/23/2005,3388,1,4,52,31,16,20,138.07
009019,0005,0,11/11/2008,2181,1,2,28,15,0,0,36.69
009277,0005,0,11/5/2011,1092,1,1,25,107,5,25,89.46
009581,0005,0,10/20/2006,2934,1,1,26,3,0,0,0.00
009792,0005,0,2/10/2011,1360,1,1,21,20,0,15,95.00
009912,0005,0,3/22/2011,1320,1,2,26,17,3,5,17.34
010044,0005,0,2/11/2010,1724,1,1,25,31,0,0,5.25
010225,0005,0,7/20/2009,1930,1,1,27,9,0,0,2.39
010492,0005,0,12/17/2008,2145,1,4,30,3,34,10,53.17
010574,0005,0,3/16/2008,2421,1,1,18,68,5,82,121.41
010601,0005,0,5/13/2003,4190,1,1,23,80,16,98,268.42
010892,0005,1,6/9/2007,2702,1,2,29,97,1,12,43.87
011495,0005,0,3/29/2009,2043,1,1,21,24,0,0,90.67
011846,0005,0,5/20/2002,4548,1,1,32,8,0,10,2.94
012543,0005,1,11/5/2011,1092,1,3,31,20,1,38,13.37
012594,0005,0,5/18/2005,3454,1,1,27,4,0,0,5.99
012851,0005,1,1/19/2012,1017,1,1,37,67,0,5,39.87
012956,0005,0,12/15/2011,1052,1,1,32,9,0,0,40.06
013086,0005,0,2/8/2013,631,1,1,22,26,0,5,18.97
013153,0005,0,6/2/2007,2709,1,4,46,0,6,0,21.59
013194,0005,1,4/16/2012,929,1,1,20,9,0,0,5.99
013618,0005,0,4/22/2006,3115,1,3,40,56,0,0,79.33
013770,0005,0,2/11/2005,3550,1,1,31,0,1,0,0.00
013862,0005,0,3/19/2010,1688,1,4,48,18,0,0,106.57
013949,0005,0,10/23/2008,2200,1,1,34,6,0,0,5.23
014010,0005,0,4/16/2013,564,1,2,25,9,0,0,15.53
014073,0005,0,1/28/2011,1373,1,2,29,27,0,0,56.44
014243,0005,0,2/10/2006,3186,1,1,31,8,30,20,86.55
014292,0005,0,9/13/2010,1510,1,2,21,36,0,5,63.74
014519,0005,1,4/27/2006,3110,1,1,27,12,0,0,27.90
014679,0005,0,2/28/2005,3533,1,1,37,61,2,82,173.15
015199,0005,0,9/28/2002,4417,1,1,28,3,7,40,21.35
015522,0005,0,3/15/2012,961,1,2,20,24,0,5,61.31
015769,0005,0,3/4/2012,972,1,1,38,31,0,0,1.54
015937,0005,1,3/26/2008,2411,1,1,26,48,0,0,0.00
015969,0005,0,3/28/2005,3505,1,1,31,25,1,25,139.97
016355,0005,0,2/5/2009,2095,1,1,48,6,0,0,75.90
016441,0005,0,5/17/2005,3455,1,1,43,78,0,15,76.20
016533,0005,0,11/28/2011,1069,1,1,37,6,0,0,25.48
016556,0005,0,3/15/2007,2788,1,1,24,27,0,2,83.40
016569,0005,0,6/13/2009,1967,1,1,38,14,0,5,117.96
016595,0005,1,4/29/2008,2377,1,2,42,113,1,0,58.98
016682,0005,0,1/14/2012,1022,1,1,19,70,0,17,46.82
016690,0005,0,4/7/2008,2399,1,2,29,23,0,0,34.60
016715,0005,0,4/15/2005,3487,1,1,48,162,0,0,73.72
016894,0005,0,12/29/2004,3594,1,1,26,85,22,260,198.74
017058,0005,0,3/17/2007,2786,1,2,27,67,32,236,203.42
017059,0005,0,12/14/2007,2514,1,2,23,19,0,0,18.06
017347,0005,0,1/23/2005,3569,1,1,28,4,0,25,24.98
017435,0005,1,8/28/2008,2256,1,1,29,14,2,55,1.02
017509,0005,0,3/31/2004,3867,1,2,33,24,0,40,117.85
017703,0005,0,3/7/2005,3526,1,4,28,109,0,83,139.93
017778,0005,0,5/20/2012,895,1,4,42,4,5,22,12.02
018004,0005,0,1/30/2010,1736,1,1,35,4,0,8,0.00
018103,0005,0,3/25/2008,2412,1,1,27,30,0,10,24.99
018137,0005,0,1/23/2010,1743,1,1,24,9,0,0,79.29
018292,0005,0,6/30/2012,854,1,1,21,11,0,0,35.54
018542,0005,1,4/29/2005,3473,1,3,43,22,0,0,30.75
018566,0005,0,5/25/2009,1986,1,4,20,35,1,35,286.98
018983,0005,0,3/1/2013,610,1,1,24,16,0,2,78.98
019059,0005,0,1/28/2004,3930,1,2,29,24,5,5,74.77
019103,0005,0,4/29/2006,3108,1,2,27,70,0,66,188.91
019153,0005,0,4/23/2003,4210,1,1,39,68,1,195,146.87
019275,0005,0,3/14/2005,3519,1,3,25,79,0,8,256.12
019755,0005,0,9/18/2011,1140,1,1,20,45,0,0,36.36
019758,0005,0,7/10/2004,3766,1,1,41,48,0,144,3.46
020116,0005,0,1/11/2005,3581,1,1,30,53,3,28,1.40
020365,0005,1,10/24/2012,738,1,1,25,12,0,0,0.00
020694,0005,1,3/12/2013,599,1,1,24,9,0,0,29.58
021088,0005,0,3/11/2008,2426,1,2,34,21,0,0,2.69
021105,0005,0,3/25/2013,586,1,1,25,8,0,0,4.79
021285,0005,0,11/1/2011,1096,1,1,24,24,0,0,40.92
021325,0005,1,9/13/2012,779,1,1,26,5,0,0,24.75
021539,0005,0,2/8/2005,3553,1,1,23,48,0,30,72.41
021622,0005,1,2/14/2002,4643,1,4,28,57,0,15,8.29
021637,0005,1,2/13/2013,626,1,2,28,38,0,10,4.59
021647,0005,0,5/15/2006,3092,1,1,24,73,0,0,65.15
021729,0005,0,5/22/2005,3450,1,4,53,20,0,0,0.00
021923,0005,0,12/12/2011,1055,1,2,23,21,7,10,101.28
021992,0005,0,5/4/2008,2372,1,4,48,74,30,0,340.52
022002,0005,0,3/3/2005,3530,1,1,42,24,3,40,76.35
022555,0005,0,4/21/2013,559,1,4,61,0,10,0,27.99
022561,0005,0,1/17/2007,2845,1,4,24,5,0,0,69.47
022675,0005,0,3/8/2001,4986,1,3,42,91,1,38,320.96
022697,0005,0,4/18/2001,4945,1,3,54,17,0,0,39.39
022709,0005,0,3/2/2011,1340,1,2,21,94,1,48,225.82
022766,0005,1,7/13/2010,1572,1,2,35,113,0,12,187.41
023243,0005,0,3/9/2003,4255,1,1,35,1,51,78,135.93
023284,0005,0,3/22/2012,954,1,1,38,48,0,2,42.97
023340,0005,0,2/4/2012,1001,1,2,21,130,0,12,123.29
023409,0005,1,6/25/2002,4512,1,1,31,10,2,0,49.06
023802,0005,1,7/31/2008,2284,1,1,33,51,0,0,4.59
023817,0005,0,6/21/2003,4151,1,1,27,5,0,8,91.99
024114,0005,0,4/16/2005,3486,1,1,47,7,0,0,58.63
024269,0005,0,3/19/2012,957,1,1,23,10,0,5,25.52
024532,0005,0,4/4/2006,3133,1,1,22,62,0,0,87.58
024717,0005,1,3/3/2012,973,1,1,29,13,0,12,0.55
024778,0005,0,4/15/2012,930,1,4,29,19,1,20,58.38
024800,0005,0,12/17/2004,3606,1,1,49,8,2,0,10.41
025041,0005,1,4/5/2008,2401,1,1,29,2,0,0,0.38
025147,0005,0,2/12/2008,2454,1,2,26,32,0,0,2.94
025395,0005,0,4/20/2008,2386,1,2,19,19,0,0,32.52
025796,0005,0,4/16/2012,929,1,1,28,8,0,0,60.17
026017,0005,0,3/1/2005,3532,1,2,32,55,0,95,94.52
